,index,G,S,G_opt,R,G',Answers,Q_difficulty,framework,user,dataset,noise,V,truth,modified,tp,fp,fn,precision,recall,f1
43,7,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2081 edges,Graph with 1388 nodes and 2386 edges,"[(556, 'Tag'), (558, 'Tag'), (2, 'Question'), (4, 'Question'), (0, 'Question'), (557, 'Tag'), (560, 'Answer'), (559, 'Answer'), (571, 'Comment'), (570, 'Comment'), (569, 'Comment'), (562, 'Answer')]","[(2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11)]",perm,userOracle,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(562, 'Answer'), (571, 'Comment'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(571, 'Comment'), (557, 'Tag'), (569, 'Comment'), (556, 'Tag'), (4, 'Question'), (559, 'Answer'), (558, 'Tag'), (560, 'Answer'), (0, 'Question'), (562, 'Answer'), (2, 'Question'), (570, 'Comment')}",set(),"{(5, 'User'), (3, 'User'), (1, 'User')}",1.0,0.8,0.8888888888888888
44,8,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2081 edges,Graph with 1388 nodes and 2386 edges,"[(556, 'Tag'), (558, 'Tag'), (2, 'Question'), (4, 'Question'), (0, 'Question'), (557, 'Tag'), (560, 'Answer'), (559, 'Answer'), (571, 'Comment'), (570, 'Comment'), (569, 'Comment'), (562, 'Answer')]","[(2, 5), (2, 5), (2, 3), (2, 2), (2, 5), (2, 5), (2, 4), (2, 3), (2, 3), (2, 3), (2, 4), (2, 4)]",term,userOracle,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(562, 'Answer'), (571, 'Comment'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(571, 'Comment'), (557, 'Tag'), (569, 'Comment'), (556, 'Tag'), (4, 'Question'), (559, 'Answer'), (558, 'Tag'), (560, 'Answer'), (0, 'Question'), (562, 'Answer'), (2, 'Question'), (570, 'Comment')}",set(),"{(5, 'User'), (3, 'User'), (1, 'User')}",1.0,0.8,0.8888888888888888
45,0,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2084 edges,Graph with 1388 nodes and 2366 edges,"['delete', (456, 'Answer'), (556, 'Comment'), (558, 'Tag'), (2, 'Question'), (4, 'Question'), 'delete', 'delete', (556, 'Question'), (556, 'User'), (560, 'Answer'), (0, 'User'), 'delete', (2, 'Comment'), (2, 'User'), (2, 'Answer'), 'delete', (562, 'User'), (558, 'Question'), (419, 'Tag'), 'delete', 'delete', (299, 'Comment'), (205, 'User'), (91, 'Tag'), (558, 'Answer'), 'delete', (1183, 'Question'), 'delete', (1182, 'Question'), (622, 'Answer'), (419, 'Question'), (91, 'Question'), 'delete', (868, 'Question'), (2, 'Question'), (205, 'Answer'), (558, 'User'), (870, 'User'), (869, 'Question'), (419, 'Answer'), (1181, 'Question'), (419, 'Question'), (419, 'Comment'), (419, 'User'), (563, 'Comment'), (563, 'User'), (562, 'Answer'), (2, 'Comment'), 'delete', 'delete', (571, 'Answer'), (570, 'Question'), (6, 'User'), 'delete', (7, 'Comment'), (568, 'Comment'), (556, 'Comment'), (556, 'User'), (558, 'Question'), (558, 'Tag'), (558, 'Answer'), (569, 'Comment'), (299, 'User'), (6, 'Question'), (622, 'User'), (299, 'Answer'), (299, 'User'), (42, 'Comment'), 'delete', 'delete', (42, 'User'), (299, 'Question'), (558, 'User'), (6, 'User'), (558, 'Question'), (24, 'Answer'), (558, 'Tag'), 'delete', (6, 'Question'), (558, 'Question'), (558, 'Tag'), (558, 'User'), (24, 'Question'), (6, 'User'), (556, 'Comment'), (556, 'User'), (556, 'Question'), (106, 'User'), (28, 'Answer'), (556, 'Comment'), (594, 'User'), (28, 'Question'), (106, 'Question'), (2, 'User'), 'delete', (6, 'Question'), (556, 'User'), (2, 'Comment'), (570, 'Answer'), (570, 'User'), (572, 'Question'), (572, 'Tag'), 'delete', (868, 'Comment'), (868, 'Question'), (206, 'Answer'), 'delete', (206, 'Question'), (868, 'Tag'), (205, 'Question'), (205, 'Comment'), (868, 'Question'), 'delete', (557, 'Comment'), (456, 'Question'), (870, 'Question')]","[(2, 9), (2, 9), (2, 9), (2, 9), (2, 4), (2, 4), (2, 5), (2, 4), (2, 5), (2, 9), (2, 7), (2, 5), (2, 7), (2, 9), (2, 5), (2, 7), (2, 5), (2, 4), (2, 4), (2, 9), (2, 9), (2, 9), (2, 9), (2, 9), (2, 9), (2, 9), (2, 5), (2, 4), (2, 5), (2, 4), (2, 5), (2, 4), (2, 4), (2, 5), (2, 5), (2, 5), (2, 7), (2, 5), (2, 5), (2, 5), (2, 9), (2, 5), (2, 5), (2, 9), (2, 5), (2, 7), (2, 5), (2, 7), (2, 9), (2, 5), (2, 5), (2, 9), (2, 7), (2, 9), (2, 5), (2, 7), (2, 5), (2, 7), (2, 5), (2, 7), (2, 9), (2, 5), (2, 5), (2, 5), (2, 7), (2, 5), (2, 7), (2, 5), (2, 7), (2, 5), (2, 5), (2, 5), (2, 7), (2, 5), (2, 9), (2, 7), (2, 9), (2, 9), (2, 4), (2, 5), (2, 4), (2, 9), (2, 4), (2, 5), (2, 9), (2, 7), (2, 5), (2, 7), (2, 9), (2, 9), (2, 9), (2, 4), (2, 5), (2, 5), (2, 5), (2, 7), (2, 5), (2, 5), (2, 7), (2, 9), (2, 5), (2, 5), (2, 9), (2, 4), (2, 9), (2, 5), (2, 9), (2, 4), (2, 5), (2, 9), (2, 4), (2, 9), (2, 4), (2, 9), (2, 9), (2, 5), (2, 7)]",gree,userRandom,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(568, 'Comment'), (572, 'Tag'), (869, 'Question'), (0, 'User'), (4, 'Question'), (560, 'Answer'), (594, 'User'), (571, 'Answer'), (562, 'Answer'), (1183, 'Question'), (569, 'Comment'), (1181, 'Question'), (868, 'Question'), (870, 'Question'), (622, 'User'), (558, 'User'), (556, 'User'), (419, 'User'), (7, 'Comment'), (557, 'Comment'), (1182, 'Question'), (205, 'Comment')}","{(4, 'Question'), (569, 'Comment'), (562, 'Answer'), (560, 'Answer')}","{(568, 'Comment'), (572, 'Tag'), (622, 'User'), (558, 'User'), (869, 'Question'), (556, 'User'), (0, 'User'), (594, 'User'), (571, 'Answer'), (1183, 'Question'), (419, 'User'), (7, 'Comment'), (557, 'Comment'), (1182, 'Question'), (1181, 'Question'), (868, 'Question'), (870, 'Question'), (205, 'Comment')}","{(5, 'User'), (571, 'Comment'), (1, 'User'), (557, 'Tag'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}",0.18181818181818182,0.26666666666666666,0.21621621621621623
46,1,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2084 edges,Graph with 1388 nodes and 2363 edges,"[(556, 'Comment'), (558, 'Tag'), (2, 'Tag'), 'delete', (2, 'Question'), (4, 'Tag'), (556, 'Answer'), (556, 'User'), 'delete', (5, 'User'), (4, 'Tag'), (565, 'Tag'), (565, 'User'), 'delete', (4, 'Question'), (560, 'Comment'), (1, 'Comment'), (1, 'Comment'), (1, 'Answer'), (1, 'Comment'), (1, 'Comment'), (1, 'Answer'), (0, 'User'), (556, 'Question'), 'delete', (91, 'Comment'), (456, 'Answer'), 'delete', (556, 'Comment'), (456, 'Tag'), (457, 'User'), (456, 'Comment'), (456, 'Comment'), (456, 'Tag'), (456, 'User'), (91, 'Answer'), 'delete', (91, 'Answer'), (91, 'User'), (558, 'Question'), (78, 'Comment'), (558, 'Answer'), (672, 'Tag'), (672, 'Answer'), (558, 'Tag'), (78, 'Answer'), (78, 'Answer'), (672, 'Tag'), (78, 'Question'), (558, 'Tag'), (456, 'Comment'), (558, 'Comment'), (558, 'Question'), (558, 'Answer'), (456, 'User'), (2, 'Tag'), (2, 'Question'), (559, 'Tag'), (6, 'Question'), (571, 'Question'), (571, 'Comment'), 'delete', (55, 'Answer'), (55, 'Answer'), (1205, 'Question'), (55, 'Comment'), (1148, 'User'), (55, 'Question'), (55, 'Comment'), (1384, 'Tag'), (55, 'Answer'), (55, 'User'), (55, 'Answer'), (55, 'Tag'), 'delete', (1114, 'Comment'), (559, 'User'), (1153, 'Tag'), (1232, 'Tag'), (55, 'Question'), (55, 'Question'), (55, 'Comment'), (1114, 'Question'), (55, 'Question'), (55, 'Tag'), (1148, 'Answer'), (1384, 'Question'), (55, 'Answer'), (1153, 'Comment'), 'delete', (55, 'User'), (55, 'Question'), (54, 'Tag'), (54, 'Tag'), (634, 'Tag'), (54, 'Comment'), (54, 'User'), (55, 'Comment'), 'delete', (55, 'Tag'), (1145, 'Comment'), (55, 'Tag'), (55, 'Question'), (55, 'Question'), (55, 'Answer'), (55, 'Tag'), (55, 'Tag'), (55, 'Question'), (55, 'Question'), (1384, 'Question'), (1384, 'Answer'), (54, 'Tag'), (54, 'User'), (54, 'Question'), (55, 'Answer'), (55, 'Answer'), (1384, 'User'), (55, 'Tag'), (1145, 'Question'), (55, 'Tag'), 'delete', (1232, 'Question'), (559, 'Comment'), (55, 'Tag'), (559, 'Comment'), (55, 'Tag'), (55, 'User'), 'delete', (92, 'Question'), (557, 'Question'), (557, 'Answer'), (375, 'User'), (375, 'Answer'), (1115, 'Answer'), (375, 'Comment'), (1116, 'Answer'), (556, 'Question'), (556, 'Answer'), (375, 'Comment'), (375, 'Answer'), (556, 'Comment'), (375, 'User'), (201, 'User'), (375, 'Comment'), (558, 'Comment'), (1115, 'Comment'), (375, 'User'), (375, 'User'), (201, 'User'), (375, 'Question'), 'delete', (393, 'Tag'), (394, 'Answer'), (394, 'User'), (393, 'Comment'), (393, 'Comment'), (556, 'User'), 'delete', (556, 'User'), 'delete', (0, 'Tag'), (557, 'Question'), 'delete', (0, 'User'), (557, 'Comment'), (393, 'Question'), (393, 'Comment'), (558, 'Answer'), (393, 'Comment'), (393, 'Question'), (1145, 'Question'), (1145, 'User'), (1145, 'Comment'), (1205, 'User'), (1205, 'Tag'), 'delete', (1232, 'Comment'), (456, 'Tag'), (558, 'User'), (456, 'Comment'), 'delete', (456, 'Comment'), (1234, 'Comment'), (456, 'Question'), (561, 'Comment'), 'delete', (561, 'Tag'), (561, 'Comment'), (802, 'Answer'), (561, 'Comment'), 'delete', 'delete', (950, 'Tag'), (561, 'Comment'), (918, 'User'), (561, 'Tag'), (688, 'Question'), (561, 'Comment'), (561, 'Tag'), (1108, 'User'), (561, 'Question'), (688, 'Answer'), (562, 'Question'), (2, 'Question'), (562, 'Tag'), (562, 'User'), (563, 'Answer'), (1277, 'Answer'), (697, 'Question'), (870, 'Comment'), (1288, 'Tag'), (1223, 'Comment'), (563, 'Answer'), (563, 'User'), (562, 'User'), (562, 'Answer'), 'delete', (1288, 'Question'), (1288, 'Comment'), (629, 'User'), 'delete']","[(2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11)]",perm,userRandom,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(918, 'User'), (92, 'Question'), (0, 'User'), (4, 'Question'), (697, 'Question'), (1384, 'User'), (562, 'Answer'), (1232, 'Comment'), (1223, 'Comment'), (1234, 'Comment'), (950, 'Tag'), (1277, 'Answer'), (565, 'User'), (1116, 'Answer'), (1205, 'Tag'), (560, 'Comment'), (571, 'Comment'), (870, 'Comment'), (561, 'Question'), (1145, 'Comment'), (558, 'User'), (556, 'User'), (1108, 'User'), (1114, 'Question'), (91, 'User'), (5, 'User'), (557, 'Comment'), (634, 'Tag'), (2, 'Question'), (559, 'Comment')}","{(5, 'User'), (571, 'Comment'), (4, 'Question'), (562, 'Answer'), (2, 'Question')}","{(560, 'Comment'), (870, 'Comment'), (918, 'User'), (561, 'Question'), (1145, 'Comment'), (558, 'User'), (92, 'Question'), (556, 'User'), (0, 'User'), (1108, 'User'), (697, 'Question'), (1384, 'User'), (1114, 'Question'), (1232, 'Comment'), (91, 'User'), (1223, 'Comment'), (1234, 'Comment'), (950, 'Tag'), (557, 'Comment'), (1277, 'Answer'), (565, 'User'), (634, 'Tag'), (1116, 'Answer'), (1205, 'Tag'), (559, 'Comment')}","{(1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (570, 'Comment')}",0.16666666666666666,0.3333333333333333,0.2222222222222222
47,2,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2084 edges,Graph with 1388 nodes and 2386 edges,"[(556, 'Answer'), 'delete', (558, 'Tag'), (558, 'User'), (4, 'Question'), (2, 'Question'), (0, 'Question'), 'delete', 'delete', 'delete', (571, 'Comment'), 'delete', 'delete', (569, 'Comment'), (563, 'Question')]","[(2, 5), (2, 5), (2, 5), (2, 3), (2, 2), (2, 4), (2, 4), (2, 6), (2, 4), (2, 3), (2, 3), (2, 3), (2, 5), (2, 4), (2, 4)]",term,userRandom,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(562, 'Answer'), (1, 'Question'), (558, 'User'), (556, 'User'), (4, 'Question'), (559, 'Answer'), (570, 'Answer'), (571, 'Answer'), (557, 'User'), (561, 'Question'), (2, 'Question')}","{(4, 'Question'), (559, 'Answer'), (562, 'Answer'), (2, 'Question')}","{(1, 'Question'), (558, 'User'), (556, 'User'), (570, 'Answer'), (571, 'Answer'), (557, 'User'), (561, 'Question')}","{(5, 'User'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (570, 'Comment')}",0.36363636363636365,0.26666666666666666,0.3076923076923077
48,3,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2084 edges,Graph with 1388 nodes and 2386 edges,"[(556, 'User'), (558, 'User'), (4, 'Question'), (2, 'Question'), (561, 'Question'), (1, 'Question'), (559, 'Answer'), (571, 'Answer'), (570, 'Answer'), (557, 'User'), (562, 'Answer')]","[(2, 9), (2, 9), (2, 3), (2, 5), (2, 7), (2, 5), (2, 9), (2, 9), (2, 7), (2, 9), (2, 5)]",gree,userGreedy,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(562, 'Answer'), (1, 'Question'), (558, 'User'), (556, 'User'), (4, 'Question'), (559, 'Answer'), (570, 'Answer'), (571, 'Answer'), (557, 'User'), (561, 'Question'), (2, 'Question')}","{(4, 'Question'), (559, 'Answer'), (562, 'Answer'), (2, 'Question')}","{(1, 'Question'), (558, 'User'), (556, 'User'), (570, 'Answer'), (571, 'Answer'), (557, 'User'), (561, 'Question')}","{(5, 'User'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (570, 'Comment')}",0.36363636363636365,0.26666666666666666,0.3076923076923077
49,4,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2084 edges,Graph with 1388 nodes and 2386 edges,"[(556, 'User'), (558, 'User'), (4, 'Question'), (562, 'Question'), (561, 'Question'), (1, 'Question'), (3, 'Question'), (571, 'Answer'), (570, 'Answer'), (557, 'User')]","[(2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11)]",perm,userGreedy,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(1, 'Question'), (558, 'User'), (556, 'User'), (4, 'Question'), (570, 'Answer'), (571, 'Answer'), (562, 'Question'), (3, 'Question'), (557, 'User'), (561, 'Question')}","{(4, 'Question')}","{(1, 'Question'), (558, 'User'), (556, 'User'), (570, 'Answer'), (571, 'Answer'), (562, 'Question'), (3, 'Question'), (557, 'User'), (561, 'Question')}","{(5, 'User'), (571, 'Comment'), (1, 'User'), (557, 'Tag'), (569, 'Comment'), (556, 'Tag'), (559, 'Answer'), (558, 'Tag'), (560, 'Answer'), (0, 'Question'), (3, 'User'), (562, 'Answer'), (2, 'Question'), (570, 'Comment')}",0.1,0.06666666666666667,0.08
50,5,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2084 edges,Graph with 1388 nodes and 2386 edges,"[(556, 'User'), (558, 'User'), (4, 'Question'), (2, 'Question'), (561, 'Question'), (1, 'Question'), (559, 'Answer'), (571, 'Answer'), (570, 'Answer'), (557, 'User'), (562, 'Answer')]","[(2, 6), (2, 5), (2, 4), (2, 4), (2, 4), (2, 3), (2, 3), (2, 3), (2, 3), (2, 2), (2, 4)]",term,userGreedy,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(562, 'Answer'), (1, 'Question'), (558, 'User'), (556, 'User'), (4, 'Question'), (559, 'Answer'), (570, 'Answer'), (571, 'Answer'), (557, 'User'), (561, 'Question'), (2, 'Question')}","{(4, 'Question'), (559, 'Answer'), (562, 'Answer'), (2, 'Question')}","{(1, 'Question'), (558, 'User'), (556, 'User'), (570, 'Answer'), (571, 'Answer'), (557, 'User'), (561, 'Question')}","{(5, 'User'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (570, 'Comment')}",0.36363636363636365,0.26666666666666666,0.3076923076923077
51,6,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2084 edges,Graph with 1388 nodes and 2386 edges,"[(556, 'Tag'), (558, 'Tag'), (2, 'Question'), (4, 'Question'), (0, 'Question'), (557, 'Tag'), (569, 'Comment'), (559, 'Answer'), (571, 'Comment'), (570, 'Comment'), (560, 'Answer'), (562, 'Answer')]","[(2, 9), (2, 9), (2, 5), (2, 3), (2, 4), (2, 9), (2, 5), (2, 9), (2, 9), (2, 7), (2, 7), (2, 5)]",gree,userOracle,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(562, 'Answer'), (571, 'Comment'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(571, 'Comment'), (557, 'Tag'), (569, 'Comment'), (556, 'Tag'), (4, 'Question'), (559, 'Answer'), (558, 'Tag'), (560, 'Answer'), (0, 'Question'), (562, 'Answer'), (2, 'Question'), (570, 'Comment')}",set(),"{(5, 'User'), (3, 'User'), (1, 'User')}",1.0,0.8,0.8888888888888888
52,7,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2084 edges,Graph with 1388 nodes and 2386 edges,"[(556, 'Tag'), (558, 'Tag'), (2, 'Question'), (4, 'Question'), (0, 'Question'), (557, 'Tag'), (569, 'Comment'), (559, 'Answer'), (571, 'Comment'), (570, 'Comment'), (560, 'Answer'), (562, 'Answer')]","[(2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11)]",perm,userOracle,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(562, 'Answer'), (571, 'Comment'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(571, 'Comment'), (557, 'Tag'), (569, 'Comment'), (556, 'Tag'), (4, 'Question'), (559, 'Answer'), (558, 'Tag'), (560, 'Answer'), (0, 'Question'), (562, 'Answer'), (2, 'Question'), (570, 'Comment')}",set(),"{(5, 'User'), (3, 'User'), (1, 'User')}",1.0,0.8,0.8888888888888888
53,8,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2084 edges,Graph with 1388 nodes and 2386 edges,"[(556, 'Tag'), (558, 'Tag'), (2, 'Question'), (4, 'Question'), (0, 'Question'), (557, 'Tag'), (569, 'Comment'), (559, 'Answer'), (571, 'Comment'), (570, 'Comment'), (560, 'Answer'), (562, 'Answer')]","[(2, 5), (2, 5), (2, 3), (2, 4), (2, 3), (2, 5), (2, 4), (2, 3), (2, 3), (2, 3), (2, 4), (2, 4)]",term,userOracle,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(562, 'Answer'), (571, 'Comment'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(571, 'Comment'), (557, 'Tag'), (569, 'Comment'), (556, 'Tag'), (4, 'Question'), (559, 'Answer'), (558, 'Tag'), (560, 'Answer'), (0, 'Question'), (562, 'Answer'), (2, 'Question'), (570, 'Comment')}",set(),"{(5, 'User'), (3, 'User'), (1, 'User')}",1.0,0.8,0.8888888888888888
