"_id","_labels","date","dob","id","injected","name","shortName","stage","synthlabel","updated","year","_start","_end","_type","deleted","minute","minuteOn","penaltyScore","score","type","updated"
"20182",":Squad","","","Colombia in 2011","","","","","Squad","false","",,,,,,,,,,
"20183",":Squad","","","Germany in 2011","","","","","Squad","false","",,,,,,,,,,
"20184",":Squad","","","Mexico in 2011","","","","","Squad","false","",,,,,,,,,,
"20185",":Squad","","","New Zealand in 2011","","","","","Squad","false","",,,,,,,,,,
"20186",":Squad","","","Japan in 2011","","","","","Squad","false","",,,,,,,,,,
"20187",":Squad","","","Sweden in 2011","","","","","Squad","false","",,,,,,,,,,
"20188",":Squad","","","Norway in 2011","","","","","Squad","false","",,,,,,,,,,
"20189",":Squad","","","Australia in 2011","","","","","Squad","false","",,,,,,,,,,
"20190",":Squad","","","Canada in 2011","","","","","Squad","false","",,,,,,,,,,
"20191",":Squad","","","Korea DPR in 2011","","","","","Squad","false","",,,,,,,,,,
"20192",":Squad","","","England in 2011","","","","","Squad","false","",,,,,,,,,,
"20193",":Squad","","","Nigeria in 2011","","","","","Squad","false","",,,,,,,,,,
"20194",":Squad","","","USA in 2011","","","","","Squad","false","",,,,,,,,,,
"20195",":Squad","","","Equatorial Guinea in 2011","","","","","Squad","false","",,,,,,,,,,
"20196",":Squad","","","Brazil in 1995","","","","","Squad","false","",,,,,,,,,,
"20197",":Squad","","","Germany in 1995","","","","","Squad","false","",,,,,,,,,,
"20198",":Squad","","","China PR in 1995","","","","","Squad","false","",,,,,,,,,,
"20199",":Squad","","","Japan in 1995","","","","","Squad","false","",,,,,,,,,,
"20200",":Squad","","","Sweden in 1995","","","","","Squad","false","",,,,,,,,,,
"20201",":Squad","","","Norway in 1995","","","","","Squad","false","",,,,,,,,,,
"20202",":Squad","","","Australia in 1995","","","","","Squad","false","",,,,,,,,,,
"20203",":Squad","","","Canada in 1995","","","","","Squad","false","",,,,,,,,,,
"20204",":Squad","","","Denmark in 1995","","","","","Squad","false","",,,,,,,,,,
"20205",":Squad","","","England in 1995","","","","","Squad","false","",,,,,,,,,,
"20206",":Squad","","","Nigeria in 1995","","","","","Squad","false","",,,,,,,,,,
"20207",":Squad","","","USA in 1995","","","","","Squad","false","",,,,,,,,,,
"20208",":Squad","","","Brazil in 1991","","","","","Squad","false","",,,,,,,,,,
"20209",":Squad","","","Germany in 1991","","","","","Squad","false","",,,,,,,,,,
"20210",":Squad","","","New Zealand in 1991","","","","","Squad","false","",,,,,,,,,,
"20211",":Squad","","","China PR in 1991","","","","","Squad","false","",,,,,,,,,,
"20212",":Squad","","","Japan in 1991","","","","","Squad","false","",,,,,,,,,,
"20213",":Squad","","","Sweden in 1991","","","","","Squad","false","",,,,,,,,,,
"20214",":Squad","","","Norway in 1991","","","","","Squad","false","",,,,,,,,,,
"20215",":Squad","","","Denmark in 1991","","","","","Squad","false","",,,,,,,,,,
"20216",":Squad","","","Nigeria in 1991","","","","","Squad","false","",,,,,,,,,,
"20217",":Squad","","","USA in 1991","","","","","Squad","false","",,,,,,,,,,
"20218",":Squad","","","Chinese Taipei in 1991","","","","","Squad","false","",,,,,,,,,,
"20219",":Squad","","","Italy in 1991","","","","","Squad","false","",,,,,,,,,,
"20220",":Squad","","","Brazil in 2015","","","","","Squad","false","",,,,,,,,,,
"20221",":Squad","","","Thailand in 2015","","","","","Squad","false","",,,,,,,,,,
"20222",":Squad","","","France in 2015","","","","","Squad","false","",,,,,,,,,,
"20223",":Squad","","","Colombia in 2015","","","","","Squad","false","",,,,,,,,,,
"20224",":Squad","","","Germany in 2015","","","","","Squad","false","",,,,,,,,,,
"20225",":Squad","","","Mexico in 2015","","","","","Squad","false","",,,,,,,,,,
"20226",":Squad","","","New Zealand in 2015","","","","","Squad","false","",,,,,,,,,,
"20227",":Squad","","","China PR in 2015","","","","","Squad","false","",,,,,,,,,,
"20228",":Squad","","","Ecuador in 2015","","","","","Squad","false","",,,,,,,,,,
"20229",":Squad","","","Japan in 2015","","","","","Squad","false","",,,,,,,,,,
"20230",":Squad","","","Sweden in 2015","","","","","Squad","false","",,,,,,,,,,
"20231",":Squad","","","Korea Republic in 2015","","","","","Squad","false","",,,,,,,,,,
"20232",":Squad","","","Norway in 2015","","","","","Squad","false","",,,,,,,,,,
"20233",":Squad","","","Costa Rica in 2015","","","","","Squad","false","",,,,,,,,,,
"20234",":Squad","","","Australia in 2015","","","","","Squad","false","",,,,,,,,,,
"20235",":Squad","","","Canada in 2015","","","","","Squad","false","",,,,,,,,,,
"20236",":Squad","","","Cameroon in 2015","","","","","Squad","false","",,,,,,,,,,
"20237",":Squad","","","Netherlands in 2015","","","","","Squad","false","",,,,,,,,,,
"20238",":Squad","","","Spain in 2015","","","","","Squad","false","",,,,,,,,,,
"20239",":Squad","","","C̫te d'Ivoire in 2015","","","","","Squad","false","",,,,,,,,,,
"20240",":Squad","","","England in 2015","","","","","Squad","false","",,,,,,,,,,
"20241",":Squad","","","Nigeria in 2015","","","","","Squad","false","",,,,,,,,,,
"20242",":Squad","","","USA in 2015","","","","","Squad","false","",,,,,,,,,,
"20243",":Squad","","","Switzerland in 2015","","","","","Squad","false","",,,,,,,,,,
"20244",":Squad","","","Brazil in 2019","","","","","Squad","false","",,,,,,,,,,
"20245",":Squad","","","Thailand in 2019","","","","","Squad","false","",,,,,,,,,,
"20246",":Squad","","","Scotland in 2019","","","","","Squad","false","",,,,,,,,,,
"20247",":Squad","","","South Africa in 2019","","","","","Squad","false","",,,,,,,,,,
"20248",":Squad","","","France in 2019","","","","","Squad","false","",,,,,,,,,,
"20249",":Squad","","","Germany in 2019","","","","","Squad","false","",,,,,,,,,,
"20250",":Squad","","","New Zealand in 2019","","","","","Squad","false","",,,,,,,,,,
"20251",":Squad","","","Chile in 2019","","","","","Squad","false","",,,,,,,,,,
"20252",":Squad","","","China PR in 2019","","","","","Squad","false","",,,,,,,,,,
"20253",":Squad","","","Japan in 2019","","","","","Squad","false","",,,,,,,,,,
"20254",":Squad","","","Sweden in 2019","","","","","Squad","false","",,,,,,,,,,
"20255",":Squad","","","Korea Republic in 2019","","","","","Squad","false","",,,,,,,,,,
"20256",":Squad","","","Norway in 2019","","","","","Squad","false","",,,,,,,,,,
"20257",":Squad","","","Argentina in 2019","","","","","Squad","false","",,,,,,,,,,
"20258",":Squad","","","Australia in 2019","","","","","Squad","false","",,,,,,,,,,
"20259",":Squad","","","Canada in 2019","","","","","Squad","false","",,,,,,,,,,
"20260",":Squad","","","Cameroon in 2019","","","","","Squad","false","",,,,,,,,,,
"20261",":Squad","","","Netherlands in 2019","","","","","Squad","false","",,,,,,,,,,
"20262",":Squad","","","Spain in 2019","","","","","Squad","false","",,,,,,,,,,
"20263",":Squad","","","England in 2019","","","","","Squad","false","",,,,,,,,,,
"20264",":Squad","","","Nigeria in 2019","","","","","Squad","false","",,,,,,,,,,
"20265",":Squad","","","USA in 2019","","","","","Squad","false","",,,,,,,,,,
"20266",":Squad","","","Italy in 2019","","","","","Squad","false","",,,,,,,,,,
"20267",":Squad","","","Jamaica in 2019","","","","","Squad","false","",,,,,,,,,,
"20268",":Person","","1977-09-14","39","true","Andreia","","","Squad","false","",,,,,,,,,,
"20269",":Person","","1982-11-01","201416","true","Elaine","","","Team","false","",,,,,,,,,,
"20270",":Person","","1982-07-06","212298","true","Aline","","","Match","false","",,,,,,,,,,
"20271",":Person","","1974-10-03","36","true","Tania","","","Squad","false","",,,,,,,,,,
"20272",":Person","","1986-07-08","190354","true","Renata Costa","","","Team","false","",,,,,,,,,,
"20273",":Person","","1982-07-07","178667","","Rosana","","","Person","false","",,,,,,,,,,
"20274",":Person","","1984-01-12","178665","","Daniela","","","Person","false","",,,,,,,,,,
"20275",":Person","","1978-03-03","31","","Formiga","","","Person","false","",,,,,,,,,,
"20276",":Person","","1977-04-30","29","","Maycon","","","Person","false","",,,,,,,,,,
"20277",":Person","","1986-02-19","190358","","Marta","","","Person","false","",,,,,,,,,,
"20278",":Person","","1985-05-15","190362","","Cristiane","","","Person","false","",,,,,,,,,,
"20279",":Person","","1988-07-04","251049","","Barbara","","","Person","false","",,,,,,,,,,
"20280",":Person","","1978-04-04","178664","","Monica","","","Person","false","",,,,,,,,,,
"20281",":Person","","1981-03-28","33","","Grazielle","","","Person","false","",,,,,,,,,,
"20282",":Person","","1977-02-18","25","","Katia","","","Person","false","",,,,,,,,,,
"20283",":Person","","1981-02-10","178666","","Simone","","","Person","false","",,,,,,,,,,
"20284",":Person","","1983-04-15","190350","","Daiane","","","Person","false","",,,,,,,,,,
"20285",":Person","","1975-05-19","30","","Pretinha","","","Person","false","",,,,,,,,,,
"20286",":Person","","1984-06-10","201414","","Michele","","","Person","false","",,,,,,,,,,
"20287",":Person","","1982-12-09","265614","","Ester","","","Person","false","",,,,,,,,,,
"20288",":Person","","1987-06-19","225078","","Thais","","","Person","false","",,,,,,,,,,
"20289",":Person","","1967-04-17","254952","","Barcellos Jorge","","","Person","false","",,,,,,,,,,
"20290",":Person","","1978-11-10","92","","Nadine Angerer","","","Person","false","",,,,,,,,,,
"20291",":Person","","1977-09-29","109","","Kerstin Stegemann","","","Person","false","",,,,,,,,,,
"20292",":Person","","1982-09-09","186628","","Saskia Bartusiak","","","Person","false","",,,,,,,,,,
"20293",":Person","","1988-05-12","237702","","Babett Peter","","","Person","false","",,,,,,,,,,
"20294",":Person","","1985-07-01","210586","","Annike Krahn","","","Person","false","",,,,,,,,,,
"20295",":Person","","1983-12-07","186513","","Linda Bresonik","","","Person","false","",,,,,,,,,,
"20296",":Person","","1985-11-18","213589","","Melanie Behringer","","","Person","false","",,,,,,,,,,
"20297",":Person","","1977-07-03","107","","Sandra Smisek","","","Person","false","",,,,,,,,,,
"20298",":Person","","1977-10-25","105","","Birgit Prinz","","","Person","false","",,,,,,,,,,
"20299",":Person","","1975-10-11","100","","Renate Lingor","","","Person","false","",,,,,,,,,,
"20300",":Person","","1985-05-16","190195","","Anja Mittag","","","Person","false","",,,,,,,,,,
"20301",":Person","","1982-06-26","186614","","Ursula Holl","","","Person","false","",,,,,,,,,,
"20302",":Person","","1973-04-07","103","","Sandra Minnert","","","Person","false","",,,,,,,,,,
"20303",":Person","","1986-07-12","213597","","Simone Laudehr","","","Person","false","",,,,,,,,,,
"20304",":Person","","1978-11-05","201268","","Sonja Fuss","","","Person","false","",,,,,,,,,,
"20305",":Person","","1980-04-18","447","","Martina Mueller","","","Person","false","",,,,,,,,,,
"20306",":Person","","1979-07-25","97","","Ariane Hingst","","","Person","false","",,,,,,,,,,
"20307",":Person","","1979-09-04","191373","","Kerstin Garefrekes","","","Person","false","",,,,,,,,,,
"20308",":Person","","1988-04-01","237704","","Fatmire Alushi","","","Person","false","",,,,,,,,,,
"20309",":Person","","1982-11-09","178472","","Petra Wimbersky","","","Person","false","",,,,,,,,,,
"20310",":Person","","1972-01-25","106","","Silke Rottenberg","","","Person","false","",,,,,,,,,,
"20311",":Person","","1964-05-02","2150","","Neid Silvia","","","Person","false","",,,,,,,,,,
"20312",":Person","","1973-02-25","269356","","Jenny Bindon","","","Person","false","",,,,,,,,,,
"20313",":Person","","1989-12-07","252519","","Ria Percival","","","Person","false","",,,,,,,,,,
"20314",":Person","","1986-11-15","252509","","Hannah Bromley","","","Person","false","",,,,,,,,,,
"20315",":Person","","1988-02-01","252514","","Katie Duncan","","","Person","false","",,,,,,,,,,
"20316",":Person","","1989-11-20","252501","","Abby Erceg","","","Person","false","",,,,,,,,,,
"20317",":Person","","1981-06-17","199138","","Rebecca Smith","","","Person","false","",,,,,,,,,,
"20318",":Person","","1983-09-16","269355","","Zoe Thompson","","","Person","false","",,,,,,,,,,
"20319",":Person","","1984-02-13","199133","","Hayley Moorwood","","","Person","false","",,,,,,,,,,
"20320",":Person","","1971-07-16","539","","Wendi Henderson","","","Person","false","",,,,,,,,,,
"20321",":Person","","1991-07-01","252503","","Annalie Longo","","","Person","false","",,,,,,,,,,
"20322",":Person","","1977-07-29","269353","","Marlies Oostdam","","","Person","false","",,,,,,,,,,
"20323",":Person","","1979-08-22","269351","","Stephanie Puckrin","","","Person","false","",,,,,,,,,,
"20324",":Person","","1987-10-30","252502","","Ali Riley","","","Person","false","",,,,,,,,,,
"20325",":Person","","1977-06-07","199134","","Simone Carmichael","","","Person","false","",,,,,,,,,,
"20326",":Person","","1975-05-25","199130","","Maia Jackman","","","Person","false","",,,,,,,,,,
"20327",":Person","","1986-06-14","252508","","Emma Humphries","","","Person","false","",,,,,,,,,,
"20328",":Person","","1985-12-18","276031","","Rebecca Tegg","","","Person","false","",,,,,,,,,,
"20329",":Person","","1983-05-19","199128","","Priscilla Duncan","","","Person","false","",,,,,,,,,,
"20330",":Person","","1985-11-01","269354","","Emily Mccoll","","","Person","false","",,,,,,,,,,
"20331",":Person","","1990-11-11","255360","","Merissa Smith","","","Person","false","",,,,,,,,,,
"20332",":Person","","1977-11-30","199140","","Rachel Howard","","","Person","false","",,,,,,,,,,
"20333",":Person","","1975-07-19","252521","","Herdman John","","","Person","false","",,,,,,,,,,
"20334",":Person","","1975-04-21","121","","Gladys Enti","","","Person","false","",,,,,,,,,,
"20335",":Person","","1979-01-03","197588","","Aminatu Ibrahim","","","Person","false","",,,,,,,,,,
"20336",":Person","","1984-03-24","197589","","Mavis Danso","","","Person","false","",,,,,,,,,,
"20337",":Person","","1989-12-12","265959","","Doreen Awuah","","","Person","false","",,,,,,,,,,
"20338",":Person","","1981-06-09","197590","","Patricia Ofori","","","Person","false","",,,,,,,,,,
"20339",":Person","","1984-11-12","197591","","Florence Okoe","","","Person","false","",,,,,,,,,,
"20340",":Person","","1986-05-05","277233","","Safia Abdul","","","Person","false","",,,,,,,,,,
"20341",":Person","","1979-02-14","126","","Sheila Okai","","","Person","false","",,,,,,,,,,
"20342",":Person","","1985-07-27","277231","","Anita Amenuku","","","Person","false","",,,,,,,,,,
"20343",":Person","","1979-05-17","118","","Adjoa Bayor","","","Person","false","",,,,,,,,,,
"20344",":Person","","1981-05-11","201331","","Gloria Foriwa","","","Person","false","",,,,,,,,,,
"20345",":Person","","1985-09-30","265965","","Olivia Amoako","","","Person","false","",,,,,,,,,,
"20346",":Person","","1982-07-01","197595","","Yaa Avoe","","","Person","false","",,,,,,,,,,
"20347",":Person","","1984-06-04","265967","","Rumanatu Tahiru","","","Person","false","",,,,,,,,,,
"20348",":Person","","1973-12-01","115","","Lydia Ankrah","","","Person","false","",,,,,,,,,,
"20349",":Person","","1977-11-04","130","","Memunatu Sulemana","","","Person","false","",,,,,,,,,,
"20350",":Person","","1982-08-01","197596","","Hamdya Abass","","","Person","false","",,,,,,,,,,
"20351",":Person","","1989-09-02","265973","","Anita Amankwa","","","Person","false","",,,,,,,,,,
"20352",":Person","","1979-06-04","197594","","Fati Mohammed","","","Person","false","",,,,,,,,,,
"20353",":Person","","1982-11-03","201332","","Belinda Kanda","","","Person","false","",,,,,,,,,,
"20354",":Person","","1979-04-17","197593","","Memuna Darku","","","Person","false","",,,,,,,,,,
"20355",":Person","","1953-05-23","55811","","Paha Isaac","","","Person","false","",,,,,,,,,,
"20356",":Person","","1987-01-10","214866","","Zhang Yanru","","","Person","false","",,,,,,,,,,
"20357",":Person","","1988-06-15","219260","","Weng Xinzhi","","","Person","false","",,,,,,,,,,
"20358",":Person","","1979-07-08","199061","","Li Jie","","","Person","false","",,,,,,,,,,
"20359",":Person","","1985-10-20","219857","","Wang Kun","","","Person","false","",,,,,,,,,,
"20360",":Person","","1981-07-21","268721","","Song Xiaoli","","","Person","false","",,,,,,,,,,
"20361",":Person","","1976-02-17","199062","","Xie Caixia","","","Person","false","",,,,,,,,,,
"20362",":Person","","1984-02-17","199065","","Bi Yan","","","Person","false","",,,,,,,,,,
"20363",":Person","","1977-07-18","379","","Pan Lina","","","Person","false","",,,,,,,,,,
"20364",":Person","","1983-06-15","199071","","Han Duan","","","Person","false","",,,,,,,,,,
"20365",":Person","","1988-06-05","222848","","Ma Xiaoxu","","","Person","false","",,,,,,,,,,
"20366",":Person","","1980-08-20","63","","Pu Wei","","","Person","false","",,,,,,,,,,
"20367",":Person","","1982-05-18","380","","Qu Feifei","","","Person","false","",,,,,,,,,,
"20368",":Person","","1988-12-06","268185","","Li Dongna","","","Person","false","",,,,,,,,,,
"20369",":Person","","1975-11-02","70","","Zhang Ouying","","","Person","false","",,,,,,,,,,
"20370",":Person","","1986-10-20","251990","","Zhou Gaoping","","","Person","false","",,,,,,,,,,
"20371",":Person","","1980-02-09","199067","","Liu Yali","","","Person","false","",,,,,,,,,,
"20372",":Person","","1987-07-11","219240","","Liu Sa","","","Person","false","",,,,,,,,,,
"20373",":Person","","1976-08-23","58","","Han Wenxia","","","Person","false","",,,,,,,,,,
"20374",":Person","","1985-06-27","210543","","Zhang Ying","","","Person","false","",,,,,,,,,,
"20375",":Person","","1984-04-03","236945","","Zhang Tong","","","Person","false","",,,,,,,,,,
"20376",":Person","","1986-05-28","251986","","Xu Meishuang","","","Person","false","",,,,,,,,,,
"20377",":Person","","1960-05-17","178691","","Domanski Lyfors Marika","","","Person","false","",,,,,,,,,,
"20378",":Person","","1983-10-02","190320","","Miho Fukumoto","","","Person","false","",,,,,,,,,,
"20379",":Person","","1975-12-22","158","","Hiromi Isozaki","","","Person","false","",,,,,,,,,,
"20380",":Person","","1984-05-02","190316","","Yukari Kinga","","","Person","false","",,,,,,,,,,
"20381",":Person","","1984-06-03","200555","","Kyoko Yano","","","Person","false","",,,,,,,,,,
"20382",":Person","","1981-04-11","173","","Miyuki Yanagita","","","Person","false","",,,,,,,,,,
"20383",":Person","","1979-02-21","156","","Ayumi Hara","","","Person","false","",,,,,,,,,,
"20384",":Person","","1978-12-31","160","","Tomomi Miyamoto","","","Person","false","",,,,,,,,,,
"20385",":Person","","1978-05-27","168","","Tomoe Sakai","","","Person","false","",,,,,,,,,,
"20386",":Person","","1979-10-30","200551","","Eriko Arakawa","","","Person","false","",,,,,,,,,,
"20387",":Person","","1978-09-06","169","","Homare Sawa","","","Person","false","",,,,,,,,,,
"20388",":Person","","1979-05-05","200552","","Mio Otani","","","Person","false","",,,,,,,,,,
"20389",":Person","","1975-01-16","172","","Nozomi Yamago","","","Person","false","",,,,,,,,,,
"20390",":Person","","1982-07-09","155","","Kozue Ando","","","Person","false","",,,,,,,,,,
"20391",":Person","","1986-09-15","268022","","Nayuha Toyoda","","","Person","false","",,,,,,,,,,
"20392",":Person","","1986-10-14","262377","","Azusa Iwashimizu","","","Person","false","",,,,,,,,,,
"20393",":Person","","1985-01-28","190327","","Aya Miyama","","","Person","false","",,,,,,,,,,
"20394",":Person","","1987-07-15","213055","","Yuki Ogimi","","","Person","false","",,,,,,,,,,
"20395",":Person","","1984-01-23","190317","","Shinobu Ohno","","","Person","false","",,,,,,,,,,
"20396",":Person","","1987-10-15","262379","","Mizuho Sakaguchi","","","Person","false","",,,,,,,,,,
"20397",":Person","","1988-12-05","268021","","Rumi Utsugi","","","Person","false","",,,,,,,,,,
"20398",":Person","","1985-04-22","277111","","Misaki Amano","","","Person","false","",,,,,,,,,,
"20399",":Person","","1959-10-27","277157","","Ohashi Hiroshi","","","Person","false","",,,,,,,,,,
"20400",":Person","","1983-04-29","191872","","Hedvig Lindahl","","","Person","false","",,,,,,,,,,
"20401",":Person","","1978-05-16","280","","Karolina Westberg","","","Person","false","",,,,,,,,,,
"20402",":Person","","1982-06-17","199930","","Stina Segerstrom","","","Person","false","",,,,,,,,,,
"20403",":Person","","1977-11-26","271","","Hanna Marklund","","","Person","false","",,,,,,,,,,
"20404",":Person","","1985-03-19","265238","","Caroline Seger","","","Person","false","",,,,,,,,,,
"20405",":Person","","1979-04-26","192719","","Sara Thunebro","","","Person","false","",,,,,,,,,,
"20406",":Person","","1979-05-13","201322","","Sara Larsson","","","Person","false","",,,,,,,,,,
"20407",":Person","","1984-02-27","215433","","Lotta Schelin","","","Person","false","",,,,,,,,,,
"20408",":Person","","1979-03-03","270","","Therese Lundin","","","Person","false","",,,,,,,,,,
